date,datetime,narrow_bands,open,close,trend,call_strike,put_strike,call_p,put_p,c_dist_p,p_dist_p,final_signal,temp_signal,high,low,volume,wap,count,SMA5,SMA50,RSI,ATR,ATR_percent,ATR_up,ATR_down,MACD,MACDSignal,MACDHist,bb_up,bb_mid,bb_low,band_width,tech_signal,minutes_since_open,remaining_intervals,SellCall_profit,SellPut_profit,SellIronCondor_profit,day,day_high,day_low,day_high_remaining_2,day_low_remaining_2,new_day,day_group,day_high_remaining,day_low_remaining,date_num,x
20250228 21:10:00 Europe/Berlin,2025-02-28 21:10:00+01:00,False,5903.0,5899.57,UP,5925.0,5875.0,0.8843,0.8762,0.43,0.42,StrategyEnum.Hold,StrategyEnum.Hold,5904.13,5896.9,0,0,288,5897.18,5875.07,65.29,9.11,0.15445294961475942,5908.6820598795875,5890.457940120412,8.35686024108145,4.312498465804467,4.0443617752769825,5907.44,5876.31,5845.17,62.3,StrategyEnum.Hold,340,10,,,,1762,5904.13,5896.9,5904.13,5896.9,False,22,5959.4,5890.25,2025-02-28 21:10,1784
20250228 21:15:00 Europe/Berlin,2025-02-28 21:15:00+01:00,False,5899.38,5896.8,DOWN,5920.0,5875.0,0.8752,0.8604,0.39,0.37,StrategyEnum.Hold,StrategyEnum.Hold,5901.96,5896.46,0,0,289,5898.62,5875.05,62.73,8.85,0.1501501764087992,5905.654055602474,5887.945944397527,8.48470550435377,5.146939873514327,3.337765630839442,5909.85,5877.57,5845.29,64.6,StrategyEnum.Hold,345,9,,,,1763,5901.96,5896.46,5901.96,5896.46,False,22,5959.4,5890.25,2025-02-28 21:15,1785
20250228 21:20:00 Europe/Berlin,2025-02-28 21:20:00+01:00,False,5896.71,5895.1,DOWN,5915.0,5875.0,0.8526,0.8551,0.34,0.34,StrategyEnum.Hold,StrategyEnum.Hold,5897.68,5890.25,0,0,291,5899.01,5875.17,61.14,8.75,0.14846800470143873,5903.852337345155,5886.347662654845,8.352564835928206,5.788064865997103,2.564499969931103,5911.77,5878.73,5845.68,66.1,StrategyEnum.Hold,350,8,,,,1764,5897.68,5890.25,5897.68,5890.25,False,22,5959.4,5890.25,2025-02-28 21:20,1786
20250228 21:25:00 Europe/Berlin,2025-02-28 21:25:00+01:00,False,5895.27,5908.68,UP,5930.0,5890.0,0.8844,0.8529,0.36,0.32,StrategyEnum.Hold,StrategyEnum.Hold,5908.68,5895.1,0,0,289,5900.62,5875.65,68.09,9.1,0.15396282066263847,5917.77717039193,5899.582829608071,9.237154741453196,6.477882841088322,2.7592719003648742,5915.89,5880.66,5845.43,70.5,StrategyEnum.Hold,355,7,,,,1765,5908.68,5895.1,5908.68,5895.1,False,22,5959.4,5892.56,2025-02-28 21:25,1787
20250228 21:30:00 Europe/Berlin,2025-02-28 21:30:00+01:00,False,5908.66,5896.85,DOWN,5915.0,5880.0,0.865,0.8471,0.31,0.29,StrategyEnum.Hold,StrategyEnum.Hold,5908.71,5896.48,0,0,290,5899.4,5875.92,58.31,9.32,0.15806649203155668,5906.1709439353635,5887.529056064637,8.881239086334972,6.9585540901376515,1.9226849961973205,5917.54,5882.03,5846.52,71.0,StrategyEnum.Hold,360,6,,,,1766,5908.71,5896.48,5908.71,5896.48,False,22,5959.4,5892.56,2025-02-28 21:30,1788
20250228 21:35:00 Europe/Berlin,2025-02-28 21:35:00+01:00,False,5896.75,5902.73,UP,5920.0,5885.0,0.8747,0.8809,0.29,0.3,StrategyEnum.Hold,StrategyEnum.Hold,5904.59,5892.56,0,0,291,5900.03,5876.5,61.28,9.51,0.1611872462399563,5912.244447939979,5893.21555206002,8.97023691681079,7.3608906554722795,1.6093462613385112,5917.95,5884.69,5851.44,66.5,StrategyEnum.Hold,365,5,,,,1767,5904.59,5892.56,5904.59,5892.56,False,22,5959.4,5892.56,2025-02-28 21:35,1789
20250228 21:40:00 Europe/Berlin,2025-02-28 21:40:00+01:00,False,5902.77,5910.56,UP,5925.0,5895.0,0.8582,0.8761,0.24,0.26,StrategyEnum.Hold,StrategyEnum.Hold,5913.33,5902.66,0,0,292,5902.78,5877.01,64.88,9.6,0.1623701878136482,5920.156987372839,5900.963012627162,9.562355024257158,7.801183529229255,1.7611714950279032,5919.71,5887.44,5855.16,64.6,StrategyEnum.Hold,370,4,,,,1768,5913.33,5902.66,5913.33,5902.66,False,22,5959.4,5902.66,2025-02-28 21:40,1790
20250228 21:45:00 Europe/Berlin,2025-02-28 21:45:00+01:00,False,5910.83,5918.75,UP,5935.0,5905.0,0.918,0.8805000000000001,0.27,0.23,StrategyEnum.Hold,StrategyEnum.Hold,5918.75,5908.57,0,0,296,5907.51,5877.62,68.2,9.64,0.1628491004337294,5928.388631131921,5909.111368868079,10.570625848902637,8.355071993163932,2.2155538557387047,5922.66,5890.43,5858.2,64.5,StrategyEnum.Hold,375,3,,,,1769,5918.75,5908.57,5918.75,5908.57,False,22,5959.4,5908.57,2025-02-28 21:45,1791
20250228 21:50:00 Europe/Berlin,2025-02-28 21:50:00+01:00,False,5918.85,5938.5,UP,5950.0,5925.0,0.8854,0.9209,0.19,0.23,StrategyEnum.Hold,StrategyEnum.SellCall,5938.82,5918.85,0,0,296,5913.48,5878.56,74.48,10.38,0.1748544061330752,5948.883728908213,5928.116271091787,12.815617226059658,9.247181039743078,3.56843618631658,5929.36,5894.49,5859.62,69.7,StrategyEnum.SellCall,380,2,,,,1770,5938.82,5918.85,5938.82,5918.85,False,22,5959.4,5918.85,2025-02-28 21:50,1792
20250228 21:55:00 Europe/Berlin,2025-02-28 21:55:00+01:00,False,5939.28,5953.03,UP,5960.0,5945.0,0.848,0.8818,0.12,0.13,StrategyEnum.Hold,StrategyEnum.SellCall,5959.4,5939.28,0,0,295,5924.71,5879.74,77.93,11.13,0.18704577549675705,5964.164891129054,5941.8951088709455,15.587555003307898,10.515255832456042,5.072299170851856,5939.95,5898.68,5857.41,82.5,StrategyEnum.SellCall,385,1,,,,1771,5986.09,5939.28,5986.09,5939.28,False,22,5959.4,5939.28,2025-02-28 21:55,1793
20250303 15:30:00 Europe/Berlin,2025-03-03 15:30:00+01:00,False,5968.33,5979.67,UP,6040.0,5915.0,0.8421,0.8588,1.01,1.08,StrategyEnum.Hold,StrategyEnum.SellCall,5986.09,5967.38,0,0,297,5940.1,5881.48,82.58,12.7,0.21240252947273267,5992.370970334122,5966.969029665878,19.706793375758025,12.353563341116438,7.353230034641587,5955.9,5904.44,5852.98,102.9,StrategyEnum.SellCall,0,78,,,,1771,5986.09,5939.28,5986.09,5967.38,True,23,5986.09,5810.91,2025-03-03 15:30,1794
20250303 15:35:00 Europe/Berlin,2025-03-03 15:35:00+01:00,False,5979.42,5964.7,UP,6025.0,5905.0,0.8441,0.8417,1.01,1.0,StrategyEnum.Hold,StrategyEnum.SellCall,5981.7,5962.43,0,0,298,5950.93,5883.05,73.24,13.17,0.2208021650515144,5977.870186738827,5951.529813261172,21.515350010859038,14.185920675064958,7.32942933579408,5964.22,5909.26,5854.31,109.9,StrategyEnum.SellCall,5,77,,,,1772,5981.7,5962.43,5981.7,5962.43,False,23,5981.7,5810.91,2025-03-03 15:35,1795
20250303 15:40:00 Europe/Berlin,2025-03-03 15:40:00+01:00,False,5964.47,5960.58,UP,6020.0,5900.0,0.8423,0.847,1.0,1.02,StrategyEnum.SellCall,StrategyEnum.Hold,5968.66,5957.99,0,0,296,5959.3,5884.66,70.87,12.99,0.21795868811036115,5973.571601971768,5947.5883980282315,22.358460194931467,15.82042857903826,6.538031615893207,5970.38,5913.58,5856.78,113.6,StrategyEnum.Hold,10,76,True,,,1773,5968.66,5957.99,5968.66,5957.99,False,23,5968.66,5810.91,2025-03-03 15:40,1796
20250303 15:45:00 Europe/Berlin,2025-03-03 15:45:00+01:00,False,5960.63,5954.67,DOWN,6015.0,5895.0,0.8478,0.8452,1.01,1.0,StrategyEnum.Hold,StrategyEnum.Hold,5968.08,5953.1,0,0,295,5962.53,5886.12,67.48,13.13,0.22056017213979098,5967.803630402356,5941.536369597644,22.292766348322402,17.11489613289509,5.177870215427312,5974.82,5917.17,5859.52,115.3,StrategyEnum.Hold,15,75,,,,1774,5968.08,5953.1,5968.08,5953.1,False,23,5968.08,5810.91,2025-03-03 15:45,1797
20250303 15:50:00 Europe/Berlin,2025-03-03 15:50:00+01:00,False,5954.57,5952.41,DOWN,6015.0,5890.0,0.8584,0.8577,1.05,1.05,StrategyEnum.Hold,StrategyEnum.Hold,5957.17,5950.01,0,0,298,5962.41,5887.39,66.18,12.71,0.21347559251586962,5965.1169425164735,5939.703057483526,21.806963290741805,18.053309564464435,3.7536537262773706,5978.27,5920.46,5862.65,115.6,StrategyEnum.Hold,20,74,,,,1775,5957.17,5950.01,5957.17,5950.01,False,23,5962.74,5810.91,2025-03-03 15:50,1798
20250303 15:55:00 Europe/Berlin,2025-03-03 15:55:00+01:00,False,5952.4,5937.04,DOWN,5995.0,5875.0,0.8421,0.8585,0.98,1.04,StrategyEnum.Hold,StrategyEnum.Hold,5953.52,5936.76,0,0,295,5953.88,5888.24,58.0,13.0,0.21890448139881227,5950.03644662244,5924.04355337756,19.951739091318814,18.432995469835312,1.5187436214835017,5979.31,5922.8,5866.29,113.0,StrategyEnum.Hold,25,73,,,,1776,5953.52,5936.76,5953.52,5936.76,False,23,5962.74,5810.91,2025-03-03 15:55,1799
20250303 16:00:00 Europe/Berlin,2025-03-03 16:00:00+01:00,False,5939.45,5939.13,DOWN,6000.0,5880.0,0.8555,0.8485,1.02,1.0,StrategyEnum.Hold,StrategyEnum.Hold,5939.74,5919.18,0,0,298,5948.77,5889.38,58.74,13.54,0.22792396251846417,5952.666700435123,5925.593299564877,18.437569258821895,18.43391022763263,0.0036590311892652494,5980.06,5925.28,5870.49,109.6,StrategyEnum.Hold,30,72,,,,1777,5939.74,5919.18,5939.74,5919.18,False,23,5962.74,5810.91,2025-03-03 16:00,1800
20250303 16:05:00 Europe/Berlin,2025-03-03 16:05:00+01:00,False,5939.4,5931.96,DOWN,5990.0,5875.0,0.846,0.8415,0.98,0.96,StrategyEnum.Hold,StrategyEnum.Hold,5945.24,5929.84,0,0,297,5943.04,5890.36,55.12,13.67,0.23044311258311737,5945.629793261185,5918.290206738815,16.469173301636147,18.040962842433334,-1.5717895407971874,5980.02,5927.22,5874.41,105.6,StrategyEnum.Hold,35,71,,,,1778,5945.24,5929.84,5945.24,5929.84,False,23,5962.74,5810.91,2025-03-03 16:05,1801
20250303 16:10:00 Europe/Berlin,2025-03-03 16:10:00+01:00,False,5931.68,5930.93,DOWN,5990.0,5870.0,0.852,0.8594999999999999,1.0,1.03,StrategyEnum.Hold,StrategyEnum.Hold,5942.86,5928.63,0,0,289,5938.29,5891.39,54.6,13.71,0.2311578121516126,5944.639808028244,5917.220191971756,14.657134608095475,17.36419719556576,-2.7070625874702863,5980.12,5928.73,5877.34,102.8,StrategyEnum.Hold,40,70,,,,1779,5942.86,5928.63,5942.86,5928.63,False,23,5962.74,5810.91,2025-03-03 16:10,1802
20250303 16:15:00 Europe/Berlin,2025-03-03 16:15:00+01:00,False,5931.24,5932.83,DOWN,5990.0,5875.0,0.8458,0.8486,0.96,0.97,StrategyEnum.Hold,StrategyEnum.Hold,5935.23,5927.73,0,0,292,5934.38,5892.46,55.44,13.27,0.2236074573507166,5946.096250311941,5919.563749688059,13.221980251525565,16.53575380675772,-3.3137735552321566,5980.25,5930.22,5880.2,100.1,StrategyEnum.Hold,45,69,,,,1780,5935.23,5927.73,5935.23,5927.73,False,23,5962.74,5810.91,2025-03-03 16:15,1803
20250303 16:20:00 Europe/Berlin,2025-03-03 16:20:00+01:00,False,5932.95,5944.11,UP,6000.0,5885.0,0.8416,0.8551,0.94,0.99,StrategyEnum.Hold,StrategyEnum.Hold,5950.52,5932.55,0,0,295,5935.79,5894.09,60.13,13.6,0.22883547633735268,5957.7122324325155,5930.507767567484,12.846722789808155,15.797947603367808,-2.9512248135596533,5980.76,5932.45,5884.15,96.6,StrategyEnum.Hold,50,68,,,,1781,5950.52,5932.55,5950.52,5932.55,False,23,5962.74,5810.91,2025-03-03 16:20,1804
20250303 16:25:00 Europe/Berlin,2025-03-03 16:25:00+01:00,False,5944.09,5952.71,UP,6010.0,5895.0,0.849,0.8508,0.96,0.97,StrategyEnum.Hold,StrategyEnum.Hold,5952.74,5943.02,0,0,292,5938.51,5896.02,63.31,13.32,0.2238464517154013,5966.034930115908,5939.385069884092,13.092356142710742,15.256829311236395,-2.164473168525653,5981.4,5935.25,5889.1,92.3,StrategyEnum.Hold,55,67,,,,1782,5952.74,5943.02,5952.74,5943.02,False,23,5962.74,5810.91,2025-03-03 16:25,1805
20250303 16:30:00 Europe/Berlin,2025-03-03 16:30:00+01:00,False,5952.87,5952.57,UP,6010.0,5895.0,0.8514,0.852,0.96,0.97,StrategyEnum.Hold,StrategyEnum.Hold,5957.98,5947.41,0,0,297,5942.63,5897.81,63.22,13.13,0.220545905270211,5965.698149393343,5939.441850606657,13.124435195352817,14.830350488059679,-1.7059152927068624,5980.95,5938.12,5895.29,85.7,StrategyEnum.Hold,60,66,,,,1783,5957.98,5947.41,5957.98,5947.41,False,23,5962.74,5810.91,2025-03-03 16:30,1806
20250303 16:35:00 Europe/Berlin,2025-03-03 16:35:00+01:00,False,5952.58,5948.62,UP,6005.0,5890.0,0.849,0.8584,0.95,0.99,StrategyEnum.Hold,StrategyEnum.Hold,5953.05,5939.86,0,0,298,5946.17,5899.8,60.65,13.13,0.22076661971715347,5961.752567293818,5935.487432706182,12.68490242810276,14.401260876068296,-1.7163584479655363,5980.95,5940.12,5899.29,81.7,StrategyEnum.Hold,65,65,,,,1784,5953.05,5939.86,5953.05,5939.86,False,23,5962.74,5810.91,2025-03-03 16:35,1807
20250303 16:40:00 Europe/Berlin,2025-03-03 16:40:00+01:00,False,5948.85,5962.67,UP,6020.0,5905.0,0.8543,0.8558,0.96,0.97,StrategyEnum.Hold,StrategyEnum.Hold,5962.67,5944.72,0,0,294,5952.14,5901.99,65.95,13.48,0.2260173652067671,5976.146669629974,5949.193330370026,13.31677957708689,14.184364616272015,-0.8675850391851245,5980.17,5943.41,5906.65,73.5,StrategyEnum.Hold,70,64,,,,1785,5962.67,5944.72,5962.67,5944.72,False,23,5962.74,5810.91,2025-03-03 16:40,1808
20250303 16:45:00 Europe/Berlin,2025-03-03 16:45:00+01:00,False,5962.74,5945.56,DOWN,6000.0,5890.0,0.8444,0.8493999999999999,0.92,0.93,StrategyEnum.Hold,StrategyEnum.Hold,5962.74,5943.48,0,0,291,5952.43,5903.87,56.05,13.89,0.23361575118920272,5959.449764656405,5931.670235343596,12.295181564729319,13.806528005963475,-1.5113464412341564,5977.22,5945.55,5913.88,63.3,StrategyEnum.Hold,75,63,,,,1786,5962.74,5943.48,5962.74,5943.48,False,23,5962.74,5810.91,2025-03-03 16:45,1809
20250303 16:50:00 Europe/Berlin,2025-03-03 16:50:00+01:00,False,5945.65,5951.03,DOWN,6005.0,5895.0,0.844,0.8531,0.91,0.94,StrategyEnum.Hold,StrategyEnum.Hold,5952.92,5944.41,0,0,292,5952.09,5905.83,58.21,13.51,0.22694383581289063,5964.535495752376,5937.524504247624,11.791021508724953,13.40342670651577,-1.6124051977908174,5974.92,5947.57,5920.23,54.7,StrategyEnum.Hold,80,62,,,,1787,5952.92,5944.41,5952.92,5944.41,False,23,5957.3,5810.91,2025-03-03 16:50,1810
20250303 16:55:00 Europe/Berlin,2025-03-03 16:55:00+01:00,False,5951.11,5936.32,DOWN,5990.0,5880.0,0.8453,0.8569,0.9,0.95,StrategyEnum.Hold,StrategyEnum.Hold,5952.17,5935.12,0,0,292,5948.84,5907.77,50.96,13.76,0.23177110781100368,5950.078674627206,5922.561325372793,10.08820640491831,12.740382646196277,-2.6521762412779673,5973.02,5948.45,5923.88,49.1,StrategyEnum.Hold,85,61,,,,1788,5952.17,5935.12,5952.17,5935.12,False,23,5957.3,5810.91,2025-03-03 16:55,1811
20250303 17:00:00 Europe/Berlin,2025-03-03 17:00:00+01:00,False,5936.41,5942.76,DOWN,6000.0,5890.0,0.8625,0.8429,0.96,0.89,StrategyEnum.Hold,StrategyEnum.Hold,5945.49,5936.41,0,0,290,5947.67,5909.85,53.68,13.43,0.22600461997176916,5956.190912153835,5929.329087846166,9.152858885926435,12.022877894142308,-2.8700190082158734,5972.96,5948.67,5924.37,48.6,StrategyEnum.Hold,90,60,,,,1789,5945.49,5936.41,5945.49,5936.41,False,23,5957.3,5810.91,2025-03-03 17:00,1812
20250303 17:05:00 Europe/Berlin,2025-03-03 17:05:00+01:00,False,5942.79,5940.66,DOWN,5995.0,5885.0,0.8521,0.8579,0.91,0.94,StrategyEnum.Hold,StrategyEnum.Hold,5947.32,5939.3,0,0,291,5943.27,5911.47,52.65,13.04,0.21957860622490422,5953.7044184285605,5927.615581571439,8.148209303970361,11.247944176107918,-3.0997348721375566,5972.49,5948.05,5923.6,48.9,StrategyEnum.Hold,95,59,,,,1790,5947.32,5939.3,5947.32,5939.3,False,23,5957.3,5810.91,2025-03-03 17:05,1813
20250303 17:10:00 Europe/Berlin,2025-03-03 17:10:00+01:00,False,5941.01,5944.65,UP,6000.0,5890.0,0.8585,0.8553999999999999,0.93,0.92,StrategyEnum.Hold,StrategyEnum.Hold,5946.6,5935.65,0,0,293,5943.08,5913.05,54.43,12.89,0.21691465624106895,5957.544817112234,5931.755182887765,7.586524197833569,10.515660180453049,-2.9291359826194796,5965.99,5946.3,5926.61,39.4,StrategyEnum.Hold,100,58,,,,1791,5946.6,5935.65,5946.6,5935.65,False,23,5957.3,5810.91,2025-03-03 17:10,1814
20250303 17:15:00 Europe/Berlin,2025-03-03 17:15:00+01:00,False,5944.63,5948.41,UP,6000.0,5895.0,0.8434,0.8518,0.87,0.9,StrategyEnum.Hold,StrategyEnum.Hold,5948.76,5941.29,0,0,286,5942.56,5914.59,56.11,12.51,0.21026341788219927,5960.917330175646,5935.902669824353,7.3599444229648725,9.884517028955413,-2.5245726059905405,5963.32,5945.48,5927.64,35.7,StrategyEnum.Hold,105,57,,,,1792,5948.76,5941.29,5948.76,5941.29,False,23,5957.3,5810.91,2025-03-03 17:15,1815
20250303 17:20:00 Europe/Berlin,2025-03-03 17:20:00+01:00,False,5948.42,5956.09,UP,6010.0,5905.0,0.8559,0.8429,0.91,0.86,StrategyEnum.Hold,StrategyEnum.Hold,5957.3,5947.45,0,0,287,5946.51,5916.28,59.4,12.32,0.2068054861055842,5968.407520877387,5943.772479122614,7.711200218461272,9.449853666856585,-1.738653448395313,5962.43,5945.26,5928.08,34.4,StrategyEnum.Hold,110,56,,,,1793,5957.3,5947.45,5957.3,5947.45,False,23,5957.3,5810.91,2025-03-03 17:20,1816
20250303 17:25:00 Europe/Berlin,2025-03-03 17:25:00+01:00,False,5956.22,5937.19,DOWN,5990.0,5885.0,0.8538,0.851,0.89,0.88,StrategyEnum.Hold,StrategyEnum.Hold,5956.22,5937.08,0,0,294,5945.4,5917.62,49.56,12.8,0.21567173721433333,5949.994840814716,5924.385159185284,6.3908313947804345,8.838049212441355,-2.4472178176609205,5961.33,5944.38,5927.44,33.9,StrategyEnum.Hold,115,55,,,,1794,5956.22,5937.08,5956.22,5937.08,False,23,5956.22,5810.91,2025-03-03 17:25,1817
20250303 17:30:00 Europe/Berlin,2025-03-03 17:30:00+01:00,False,5937.15,5935.2,DOWN,5985.0,5885.0,0.8419,0.8439,0.84,0.85,StrategyEnum.Hold,StrategyEnum.Hold,5939.7,5934.72,0,0,292,5944.31,5918.93,48.65,12.25,0.20632705913304566,5947.4459236136645,5922.954076386335,5.124777970017931,8.09539496395667,-2.970616993938739,5960.5,5943.52,5926.55,33.9,StrategyEnum.Hold,120,54,,,,1795,5939.7,5934.72,5939.7,5934.72,False,23,5953.47,5810.91,2025-03-03 17:30,1818
20250303 17:35:00 Europe/Berlin,2025-03-03 17:35:00+01:00,False,5935.19,5928.88,DOWN,5980.0,5875.0,0.8508,0.8634999999999999,0.86,0.91,StrategyEnum.Hold,StrategyEnum.Hold,5938.7,5927.17,0,0,291,5941.15,5920.52,45.76,12.19,0.20568448362403136,5941.074786212688,5916.685213787312,3.570294198822012,7.190374810929738,-3.620080612107726,5961.06,5943.11,5925.17,35.9,StrategyEnum.Hold,125,53,,,,1796,5938.7,5927.17,5938.7,5927.17,False,23,5953.47,5810.91,2025-03-03 17:35,1819
20250303 17:40:00 Europe/Berlin,2025-03-03 17:40:00+01:00,False,5928.81,5925.22,DOWN,5975.0,5875.0,0.8468,0.8489,0.84,0.85,StrategyEnum.Hold,StrategyEnum.Hold,5929.92,5923.85,0,0,292,5936.52,5921.91,44.13,11.76,0.19842810027662605,5936.977301483211,5913.46269851679,2.019740882940823,6.156248025331955,-4.136507142391132,5961.93,5942.42,5922.9,39.0,StrategyEnum.Hold,130,52,,,,1797,5929.92,5923.85,5929.92,5923.85,False,23,5953.47,5810.91,2025-03-03 17:40,1820
20250303 17:45:00 Europe/Berlin,2025-03-03 17:45:00+01:00,False,5925.21,5937.78,UP,5990.0,5885.0,0.8602,0.8628,0.88,0.89,StrategyEnum.Hold,StrategyEnum.Hold,5937.79,5924.65,0,0,295,5932.85,5923.49,50.64,11.86,0.19967168980631464,5949.636065662981,5925.923934337018,1.7838402407787726,5.281766468421319,-3.4979262276425462,5961.76,5942.71,5923.66,38.1,StrategyEnum.Hold,135,51,,,,1798,5937.79,5924.65,5937.79,5924.65,False,23,5953.47,5810.91,2025-03-03 17:45,1821
20250303 17:50:00 Europe/Berlin,2025-03-03 17:50:00+01:00,False,5937.61,5942.07,UP,5990.0,5890.0,0.8417,0.8617,0.81,0.88,StrategyEnum.Hold,StrategyEnum.Hold,5944.3,5936.84,0,0,289,5933.83,5925.18,52.66,11.54,0.1942431000100712,5953.612060972768,5930.527939027232,1.9209113588485707,4.609595446506769,-2.6886840876581983,5961.54,5943.27,5924.99,36.6,StrategyEnum.SellIronCondor,140,50,,,,1799,5944.3,5936.84,5944.3,5936.84,False,23,5953.47,5810.91,2025-03-03 17:50,1822
20250303 17:55:00 Europe/Berlin,2025-03-03 17:55:00+01:00,False,5942.06,5942.77,UP,5995.0,5895.0,0.8648,0.8432999999999999,0.88,0.8,StrategyEnum.Hold,StrategyEnum.Hold,5945.65,5941.58,0,0,293,5935.34,5926.66,53.0,11.01,0.1852392458711406,5953.778342331857,5931.761657668144,2.0622529885740732,4.1001269549202295,-2.0378739663461563,5961.41,5943.76,5926.12,35.3,StrategyEnum.SellIronCondor,145,49,,,,1800,5945.65,5941.58,5945.65,5941.58,False,23,5953.47,5810.91,2025-03-03 17:55,1823
20250303 18:00:00 Europe/Berlin,2025-03-03 18:00:00+01:00,False,5942.75,5942.89,UP,5990.0,5895.0,0.8424,0.8464,0.79,0.81,StrategyEnum.Hold,StrategyEnum.Hold,5944.0,5939.45,0,0,286,5938.15,5928.22,53.07,10.55,0.17747311771369192,5953.437032165296,5932.342967834705,2.1590619236740167,3.711913948670987,-1.5528520249969704,5961.35,5943.7,5926.05,35.3,StrategyEnum.SellIronCondor,150,48,,,,1801,5944.0,5939.45,5944.0,5939.45,False,23,5953.47,5810.91,2025-03-03 18:00,1824
20250303 18:05:00 Europe/Berlin,2025-03-03 18:05:00+01:00,False,5942.83,5944.14,UP,5995.0,5895.0,0.8634,0.8551,0.86,0.83,StrategyEnum.Hold,StrategyEnum.SellIronCondor,5948.53,5941.94,0,0,286,5941.93,5929.74,53.75,10.26,0.1726807748577808,5954.404387010632,5933.875612989369,2.310019785377335,3.431535116012257,-1.1215153306349217,5960.44,5943.27,5926.11,34.3,StrategyEnum.SellIronCondor,155,47,,,,1802,5948.53,5941.94,5948.53,5941.94,False,23,5953.47,5810.91,2025-03-03 18:05,1825
20250303 18:10:00 Europe/Berlin,2025-03-03 18:10:00+01:00,False,5944.02,5948.35,UP,5995.0,5900.0,0.845,0.8536,0.78,0.81,StrategyEnum.SellIronCondor,StrategyEnum.Hold,5949.88,5944.02,0,0,287,5944.04,5931.22,56.08,9.95,0.16726971241509528,5958.299787938444,5938.400212061557,2.7378070583890803,3.2927895044876214,-0.5549824460985411,5959.86,5943.06,5926.26,33.6,StrategyEnum.Hold,160,46,,,False,1803,5949.88,5944.02,5949.88,5944.02,False,23,5953.47,5810.91,2025-03-03 18:10,1826
20250303 18:15:00 Europe/Berlin,2025-03-03 18:15:00+01:00,False,5948.48,5951.41,UP,6000.0,5905.0,0.8574,0.8463,0.82,0.78,StrategyEnum.Hold,StrategyEnum.Hold,5952.7,5945.23,0,0,288,5945.91,5932.6,57.74,9.77,0.16420747736342364,5961.182660228555,5941.637339771445,3.285870510937457,3.2914057057775885,-0.005535194840131652,5960.23,5943.2,5926.18,34.0,StrategyEnum.Hold,165,45,,,,1804,5952.7,5945.23,5952.7,5945.23,False,23,5953.47,5810.91,2025-03-03 18:15,1827
20250303 18:20:00 Europe/Berlin,2025-03-03 18:20:00+01:00,False,5951.6,5951.52,UP,6000.0,5905.0,0.8595,0.8496,0.81,0.78,StrategyEnum.Hold,StrategyEnum.Hold,5953.16,5949.94,0,0,285,5947.66,5933.89,57.8,9.3,0.15634011259933736,5960.824613069372,5942.2153869306285,3.6865940648040123,3.3704433775828733,0.31615068722113904,5957.7,5942.65,5927.59,30.1,StrategyEnum.Hold,170,44,,,,1805,5953.16,5949.94,5953.16,5949.94,False,23,5953.47,5810.91,2025-03-03 18:20,1828
20250303 18:25:00 Europe/Berlin,2025-03-03 18:25:00+01:00,False,5951.4,5949.51,UP,5995.0,5905.0,0.847,0.8417,0.76,0.75,StrategyEnum.Hold,StrategyEnum.Hold,5953.02,5946.9,0,0,290,5948.99,5935.08,56.18,9.08,0.15256955122815383,5958.587140707275,5940.432859292726,3.7981969168104115,3.455994085428381,0.34220283138203067,5958.15,5942.84,5927.54,30.6,StrategyEnum.Hold,175,43,,,,1806,5953.02,5946.9,5953.02,5946.9,False,23,5953.47,5810.91,2025-03-03 18:25,1829
20250303 18:30:00 Europe/Berlin,2025-03-03 18:30:00+01:00,False,5949.48,5946.05,DOWN,5990.0,5900.0,0.8417,0.853,0.74,0.77,StrategyEnum.Hold,StrategyEnum.Hold,5951.01,5945.47,0,0,285,5949.37,5936.21,53.41,8.82,0.1484092431044423,5954.874487799612,5937.225512200388,3.566339357364086,3.478063139815522,0.08827621754856407,5957.52,5942.59,5927.67,29.9,StrategyEnum.Hold,180,42,,,,1807,5951.01,5945.47,5951.01,5945.47,False,23,5953.47,5810.91,2025-03-03 18:30,1830
20250303 18:35:00 Europe/Berlin,2025-03-03 18:35:00+01:00,False,5946.46,5948.83,DOWN,5995.0,5905.0,0.8564,0.8438,0.78,0.74,StrategyEnum.Hold,StrategyEnum.Hold,5949.45,5943.66,0,0,286,5949.46,5937.32,55.32,8.61,0.144696329716398,5957.437738671068,5940.222261328932,3.5658089121297962,3.4956122942783767,0.07019661785141951,5958.09,5943.22,5928.35,29.7,StrategyEnum.Hold,185,41,,,,1808,5949.45,5943.66,5949.45,5943.66,False,23,5953.47,5810.91,2025-03-03 18:35,1831
20250303 18:40:00 Europe/Berlin,2025-03-03 18:40:00+01:00,False,5948.96,5948.51,DOWN,5995.0,5905.0,0.861,0.845,0.78,0.73,StrategyEnum.Hold,StrategyEnum.Hold,5953.47,5948.07,0,0,290,5948.88,5938.28,55.04,8.38,0.1408523223509327,5956.888614480277,5940.131385519723,3.4992302566088256,3.4963358867444665,0.002894369864359092,5958.55,5943.51,5928.47,30.1,StrategyEnum.Hold,190,40,,,,1809,5953.47,5948.07,5953.47,5948.07,False,23,5953.47,5810.91,2025-03-03 18:40,1832
